COURSE_PROF,COURSE_PROF_DESC
17056,MATH18157479
80737,AFST28418853
26587,SOC39814297
97545,PENP15217703
17782,MATH18064385
82499,PENP15417703
29469,SHS3106026
18069,SHS3036026
16136,ENGL42076326
77268,PSY34725378
6424,NVSC40134487
50178,DANC31070117
82312,HIST16254979
38196,ENGL33282612
28264,BIOL247L35631
31680,APMS10295394
63160,ENGL35611551
7975,MATH15029114
58861,PENP11581440
89880,SPAN10118969
44379,ECME11578565
32504,AMST18550566
66815,MLSL1016847
93525,MLSL101L6847
4300,ENGL10163401
54514,PENP11437089
92438,MLSL102L6847
70184,MLSL1026847
37752,MATH12968517
29191,ENVS102L13240
74322,ENGL10263401
29731,AFAS12093139
63238,POLS24093872
53833,AFAS12193139
36652,CJ13050101
2829,POLS27098740
76316,UNIV10142035
22620,MSET36570346
19039,SPCD20129099
73962,SPAN20119942
70763,ECON10524588
29920,MATH18012657
61753,PHYC15135425
42656,UHON12257052
36944,SPAN20271477
65653,PHYC15235425
85335,UNIV10111249
29346,ENGL10129438
40850,HIST18231566
65856,ENGL10122724
94320,SPAN3526492
12983,HIST38379195
6437,PHIL1564533
33680,ENGL22493373
7744,PSY10553996
61147,SPAN1012658
80836,ENGL10220642
71368,MATH18066978
83275,CHEM12154086
2356,ENGL10287983
35088,GEOG14086197
52825,HIST30016114
71802,ARTS18892607
30957,POLS28098740
65563,PENP11484303
97644,SPAN11172256
68678,NVJO10589913
71482,ARTS18755591
49236,MLSL101L89978
26232,MLSL10189978
52580,ENGL22478907
77599,APMS10822517
31687,APMS10218748
65300,ENGL10114709
74480,EPS10143544
38429,CJ22049557
61942,PENP17817703
30282,SOC39840823
46663,ENGL22032711
47219,ENGL22010004
77149,SPAN10250246
26436,ENGL22068846
63713,ARTH1018652
91629,PSY23137058
37483,PSY20069051
9275,PSY26081850
68687,PSY26530003
69904,RELG24750342
7302,UHON1211099
16581,FREN1016480
33802,ANTH121L44923
95487,ARCH109134
93724,STAT14586655
83348,UHON22273291
70826,SPAN11277964
21121,ENGL22094494
3214,CJ171L5453
87248,ARTS10633881
78437,BIOL2015979
50599,MATH18198313
10846,PORT27533845
19506,PENP16870110
82225,PENP11454827
28624,ENGL10232711
80329,ENGL10281103
38,SPAN43951270
60744,CS26186406
72816,LING10195706
17568,ENGL10121380
29112,ARTS13055887
30849,SPAN30134650
32881,PORT27733845
89962,ARTS20590288
91738,PENP16147807
2267,PHIL24591529
12484,THEA44496689
24840,APMS11833570
38178,APMS10182336
30407,ENGL22086472
11208,LATN10163040
66559,UNIV10226796
42746,HED164L76024
22550,PENP12487922
29849,DANC10535379
31890,LING10125289
23243,SPAN30137626
61028,DANC21886276
21351,POLS22021717
29846,UHON30144887
72599,ENGL21973291
4013,ENGL22023912
43777,ENGL22051426
55608,AFST10375094
58418,NUTR24461394
56445,CJ42118965
81093,STAT14527820
97722,SPAN10140079
43087,ENGL22018007
19984,CBE10180477
14965,UHON20286230
34116,CHEM12111665
4580,MATH31670070
64167,CHEM12225576
51123,PHYC16049626
19436,UHON20577998
69659,UHON20386230
2170,UHON23572889
89964,ENGL15093465
81553,SPAN11178267
44240,PENP1714798
91920,ENGL10147378
98609,MATH12936924
19925,PENP17074017
33318,BIOL201L91862
92003,DANC2492993
3295,SOC21186378
78497,SOC20583585
38991,ENGL10212437
4207,ENGL10110933
41979,WMST20091786
70401,NVJO10160971
82877,ENGL21923912
90617,ECON10593436
52635,CJ31446815
64124,MATH31460941
6692,SPAN10263699
36241,MATH18017417
60912,SPAN10257882
12743,CJ22571523
36542,UNIV21699579
52426,FREN10226636
70502,APMS10171032
36404,APMS10271032
29585,ENGL29699348
17967,THEA29750494
84312,MUSE34687886
60659,PENP14046200
25507,ENGL10118169
42976,HIST16227346
14012,AFST10636980
87312,JAPN10236432
65317,PENP19362849
53897,ENGL10139668
44036,ENGL1024128
25105,ARAB10139213
33806,CJ13066897
34196,ENGL10230268
92664,ARAB30282612
67442,PENP15487581
48591,POLS20046212
69927,SPAN30128960
17382,THEA39953601
42671,ENGL22034896
72651,PSY20084405
50983,MLSL101L67455
88752,PENP16278601
25025,SOC21149370
16735,MLSL102L67455
62250,MLSL10267455
86982,ENGL22428115
36803,ANTH10182567
72462,THEA13024869
10420,MATH12078894
59763,THEA13150133
67978,MATH12966735
20081,NATV34644272
73215,FREN10166567
77366,ENGL1019793
60951,NUTR1209838
62951,FREN10286495
31317,MATH18062322
19278,SPAN10137765
67557,FREN10145672
28493,ENGL10263186
26816,FREN20154470
90187,PENP17196288
67965,SIGN21286430
87860,ENGL10257327
14388,MA32666944
4973,GEOG35992146
65608,JAPN32010874
482,CJ13061362
85122,POLS29925502
49068,MATH26492807
33535,PHYC26275164
97394,SPAN10225004
64719,ENGL10151864
56514,POLS22036215
49252,MGMT1134099
49833,PENP16870610
9669,JAPN41131858
78707,ENGL29673111
32983,EPS10180308
18489,ARTS38764949
94594,NATV25595673
15720,GEOG10119208
12386,MATH12332691
43325,ECON10681839
75091,MATH16250088
3975,STAT14518396
62621,GRMN10143257
22711,CJ31860337
33821,CJ32784879
47875,NUTR2441436
91034,HED21242431
86727,MATH12389115
7052,ENGL10241407
947,PENP14426194
41630,ENGL21993920
41305,PENP15981440
67954,PENP17315861
58081,PENP11270610
34266,ENGL10242623
43042,ENGL10153709
64834,STAT14591254
73481,CJ13070923
51705,HMHV10169572
27352,SPAN10284947
70070,PSY26050296
80198,THEA12236971
61310,LING44918970
12755,UNIV10280109
70649,ENGL3051819
69414,MATH31677251
58625,CHMS33237626
11118,EMS14219635
99904,FS30476954
35437,MA330H37612
47005,ARTS18716745
61838,AFST38693465
56485,ARTS15752705
96471,PHIL10154032
77288,MATH12089958
22182,STAT14568357
17258,ENGL10145497
90276,PENP11517703
69084,PENP11413586
85772,PENP15513586
86173,CHMS20155977
33968,EPS22589983
89240,ENVS102L89983
88983,ENGL1021517
53353,MATH12093308
23972,ENVS10189983
23898,CJ11052100
62344,UHON1221099
2095,SPAN2013408
92002,CJ32034722
2571,ENGL31596866
64621,ENGL22444018
93890,NVJO10156643
11294,SPAN11265364
86308,MATH12147116
41996,FREN10167956
54851,ENGL10132711
71151,UNIV10115294
63108,CHMS39337626
66067,DANC1492993
83794,SPAN301
67747,MATH16266735
94126,SOC21633281
88077,MATH11161007
38915,FREN10169182
67565,MATH3273966
39219,CJ13021922
2425,AMST18582965
38293,UNIV10176734
73007,EDPY31040253
17908,CJ10128197
90907,BIOL247L65209
65480,MGMT49045703
83148,CHEM30164677
5911,SPAN47986945
86915,AFST2973160
20915,ARTS10682102
14140,IFDM49199357
50754,FREN10140630
80843,MLNG45782612
62492,CJ37376734
75934,HIST30056318
83175,PHYC15251694
42963,STAT14559124
91368,ASTR10118832
3285,MUS37050916
83607,MUS370L50916
17486,APMS10275338
61268,ENGL22143366
72962,RELG44761104
77761,AFST10736980
58037,PENP1155581
67756,ARTH10118930
64287,UNIV10113727
51514,PORT10113767
39109,CJ101L92577
97395,APMS11984088
1926,APMS12084088
80438,ECON10594922
57101,HIST46399939
56294,WMST25055096
63380,UNIV10144104
15857,PEP48536565
58884,PENP17064587
68149,ARTS12265123
71376,UHON12241681
99915,APMS10713570
87926,NURS22474175
85140,SPAN10247964
55847,MGMT22285457
30870,SOC39852901
4481,SOC48871038
56707,SOC42052901
64966,BIOL49959294
74650,GRMN4807774
35324,APMS11963128
73374,CS251L27559
47951,ENGL1021759
26966,ASTR10195426
34077,SPAN30129584
98896,MATH12016338
3430,PSY10550296
8211,SIGN20142673
40770,ENGL1101120
61994,MA11197753
36827,FREN10114998
69905,MA21038003
16645,FREN10273772
96521,ARTS18798171
44846,ENGL12099835
22474,AMST18572072
80995,MATH12362322
77590,PENP11457491
81987,ENGL2204038
73094,ARTH25062404
44103,ARTS12523416
56654,ENGL22020439
97634,MUS11764131
1589,BIOL247L64941
94779,HIST2605823
39906,CJ3149921
94047,WMST20073754
24582,HED17132485
63011,BIOL124L5713
31662,BIOL1235713
78840,SUST33480841
64001,SPAN35270291
98847,POLS32276247
79124,POLS44222011
94668,PSY25034549
61588,STAT34522247
27716,FS2136382
25316,FS31520978
63383,ENGL22040537
44842,MATH120
24887,CRJS20493379
64824,ENGL10273640
46781,MATH18033210
4510,ARCH10914300
1904,ENGL1012548
84196,MLSL10289978
94518,PSY33225378
71435,ENGL1505098
99292,ARTS26825464
61097,ARTS18730629
40791,SOC28081211
93559,ENGL10139371
13268,PENP19320887
9390,AMST18577738
47338,MATH11261007
7351,HED32194962
92576,HIST30019101
61368,HIST16272012
61890,CJ1109110
6564,ASTR101L30885
37592,MATH10198313
18163,MATH10298313
74421,ENGL11062742
41287,PHIL10124996
18779,CJ13061519
77664,CJ10134722
33187,CJ33311709
50261,THEA10596689
10050,MATH12032691
72808,PENP10261968
81001,PSY36425378
94845,SPAN43958264
77098,CJ26866452
48499,CJ22129130
85350,CHMS39385446
55568,ANTH16039875
79413,ARTS27420155
51910,SPAN10228863
60225,PHIL1561111
96636,POLS22020736
25957,ENGL41219628
49018,DANC1103539
96325,POLS29961098
92000,SOC21121485
89406,ARTS18728813
69127,GNST19360702
8969,PENP17884303
5504,MATH16241232
17518,PHYC16075164
50321,LATN10155121
60018,MUS15299357
22776,WMST27992647
46909,HED24780396
7376,THEA22026338
71659,ENGL10156071
10440,PEP27741724
3445,CJ10192577
72432,POLS20063905
67419,PENP16573971
1044,AMST18680172
81517,ENGL11357106
32980,PENP11539419
18123,ENGL12095686
38095,WMST33260252
13569,MA49666070
7391,SPAN1026674
36736,APMS1207285
19886,NTSC262L80576
3718,APMS12030473
17726,ENGL22461592
67231,ENGL10288758
28331,ECON10633694
27631,CHEM12182098
68943,CHEM123L82098
16994,ENGL2191120
6694,MATH12044813
49165,ENGL25096378
22209,MATH12114172
9964,MATH12083098
44551,SPAN10111478
38544,HIST16226703
26978,JAPN33945073
96525,MATH12189961
10509,PHIL15612942
49529,ENGL22015802
21837,ENGL11350921
1996,CJ13098366
98260,EMS11338908
11041,EMS14238908
32284,ENGL12032711
42026,ASTR27095426
11490,ASTR270L95426
2202,PENP14078601
3141,SPAN10163699
35231,ENGL1023697
91276,MATH121
98109,PHIL156
73309,ECON106
51012,SPAN20140931
50390,ECON23944874
72516,PSY33281850
60678,MUS10913160
42782,UHON2221099
76806,UHON30214699
41048,APMS10163128
9828,APMS10263128
25551,MATH18082604
2802,MUS13032928
51866,APMS10264131
84896,ENGL21912259
10158,UHON12240588
2371,ENGL38850566
89355,MATH12070136
78916,ANTH13054157
66627,ANTH11049759
1199,CJ13019224
28541,HIST30039447
48419,BIOL11023282
32586,HIST40169465
46305,HIST30933806
12375,ENGL22447378
50117,ENGL12062408
30826,CJ13048004
97215,LING10171477
68543,MATH12112657
96934,HIST30079782
46532,HIST32979782
98160,AMST18351728
79873,MATH16397991
69011,MATH26470070
49310,ASTR10113693
35949,PENP16164587
74380,MATH12053068
5341,ARTS10687481
5756,ARTS12543113
10677,PHIL15614785
2050,PENP14878601
5219,CHIN10135662
99899,AFST29751649
13608,MUSE15575338
43143,ENGL41714750
2266,FREN30269182
82466,BIOL248L40805
68342,FREN10160909
84656,ANTH15073300
68013,ENGL11077548
30497,HED17112400
61326,PCST34029664
44784,PCST30685976
61427,ENGL12021
53659,COMP22428197
17345,HED32112400
86634,PENP18828515
75383,ENGL25080803
90021,ENGL48760237
51963,NATV25168069
48675,HIST26077190
49719,HIST32064253
77024,ARTS16823583
79225,UHON12176226
18229,CJ22147674
10327,SOC10158523
35051,RELG26447383
96515,NTSC261L28940
52567,SPAN30161225
15115,CLST10760265
84400,CJ13039380
55236,MUS17222517
54413,PSY22063693
2146,BIOL124L39501
74711,CHEM11182098
97176,RELG10760672
84365,ECON10550188
18671,AFST29997731
75354,PEP28920887
44317,ECE13166307
29665,GRMN3077774
4339,RELG32619843
62308,NUTR12052524
6114,PENP14347725
26404,ENGL1504311
42317,ARTH26144498
23931,ANTH23017661
45886,ARTH20218930
7833,CJ34476762
8222,GRMN10198854
61110,GRMN10298854
15550,DANC34918364
67570,UHON12172435
67897,HIST10263905
33676,FS2133814
95125,SOC10167990
21768,ENGL21990818
99121,CJ13066648
73005,ENGL25086507
59228,DANC1693539
79422,ENGL22031244
43104,FREN1015250
69892,ARTS15753553
83303,EMS14374898
33469,ENGL22086985
18375,HED33380396
43244,GRMN20223954
127,GRMN30223954
82482,BIOL40252886
88223,ARTS18735770
52400,ANTH16062849
73879,ARTS28763293
67422,APMS10287625
25149,ENGL15096378
10303,HIST44444272
50270,PHIL3547188
80992,COMP30618970
71490,WMST23168058
88583,FREN20175776
40862,PHIL24491529
56363,FREN20269182
87971,CS39466328
87818,FA22966328
47563,ARTH42634142
35627,MUS25059202
90190,MUS23740409
33028,PHIL33457661
71523,MUS25259202
19686,SOC21333491
16509,MATH31619163
28343,ENGL34945376
42710,MUS270L28187
65108,MUS27028187
68811,MA43042897
40083,SOC21133491
34593,EMS18024628
81267,EMS15124628
17740,EMS14324628
98,ARTE32046582
43371,PSY33267339
51627,ARTS27422569
56305,NVSC33178893
91962,CHIN30127008
83250,MLNG49727008
93219,ARAB20182612
34896,ENGL33945073
67959,PENP11581910
63284,SPAN20258486
61757,NTSC261L55193
12355,MATH21559472
35370,AMST31068320
89610,HIST30014220
12987,AMST18482965
27419,AFST38096824
19541,MUS25497759
91906,FREN10139879
85282,RELG26320024
61991,CJ17155955
64782,ARTS20757583
71181,ARTS18787349
86360,BIOL29930466
78609,ARTH20164919
49018,ANTH11095706
95087,ENGL35282532
19157,AFST28080554
14378,UHON22192897
17927,ENGL24020320
22523,ENGL25071361
39630,PSY26530225
89940,ARTS16887460
18918,BIOL247L51986
88886,HIST36246061
31743,MATH12166138
68264,HIST10276693
53726,POLS20027221
59337,PENP19335948
16895,MUS44927889
97860,HIST10199235
71688,CHEM123L19100
61637,CHEM12119100
75752,BIOL124L58730
78787,RELG23072049
46855,POLS24083257
93950,APMS10222517
20589,APMS12087442
38600,MUSE24179354
68314,CJ46758277
83436,APMS11964131
86060,ANTH13023655
61038,MATH18032284
6351,ENGL29335682
51482,ENGL25061117
89687,FREN34696824
40861,POLS2401456
88697,CHEM30270573
47734,FREN3457996
57164,PSY26513399
23901,FREN10261320
28843,POLS30012967
67079,PENP11577736
72209,ARTH20270717
94064,SOC21135920
4149,SPAN10292368
35308,APMS10775877
17901,APMS12075877
23321,SPAN11289611
6706,ECON39586951
12816,ECON20386951
23077,ECON10579969
17831,MATH16361703
43300,ANTH11036432
78362,SPAN11191851
22889,GRMN10114575
29524,FS21378159
9692,CJ13023456
68158,PENP15219145
28333,UHON12173549
43736,ANTH151L46715
3197,RUSS10190839
16257,RUSS10290839
46731,LING10136432
97435,ECON1061049
45148,THEA13045390
32597,MUS15017143
12845,EPS10162390
26203,ANTH121L4937
79262,LING30123252
17244,NVSC30034487
42278,DANC3112993
75088,AMST31048305
36191,APMS11871032
38243,ARTS13063554
61160,ARTS33063554
78397,MA39466328
5949,RUSS40122817
17282,ENGL10157333
18348,PHIL10146684
65550,SPAN10120736
64336,SPAN27660272
24752,GRMN33614637
94066,GRMN49714637
49480,ANTH13011205
74500,ANTH151L24348
8831,FREN276301
73380,ENGL25058951
68155,POLS27059445
67471,SOC21699669
91310,GRMN27660909
36559,COMP33822817
77089,ENGL3357996
48089,AMST28543672
14587,ENGL10173291
90137,PSY25017976
17865,ENGL10216580
48834,ARCH10933302
40609,MATH1118568
99844,SPAN10188490
15039,OLIT49355108
69050,CJ22171523
73974,ARTS16813330
93604,THEA12127645
65476,CHNE25114699
75829,CE35081003
92774,THEA39188786
38222,ENGL35161001
40814,DANC49511439
89395,CJ32359569
25463,AMST36017919
26673,ENGL24829304
40540,GEOG14019208
86849,PENP11321819
72372,SPAN11131148
56735,COMP33945073
37377,MA39166070
65514,MA43098941
42695,PENP16884303
51608,WMST2009237
41599,ARTS12223416
48294,ENGL10151426
27658,ARTS10636353
61478,MEDL12176943
8854,SOC10148749
21271,SPAN27560272
71112,RELG10792811
49986,SOC32613913
65426,CS29327559
12414,PEP23247807
46680,PEP23447807
70251,PEP23723823
86073,PEP23519145
74715,PEP23847807
17257,PEP23922988
27875,BIOL247L74301
70389,BIOL248L35927
11559,ENGL1209345
96512,ENGL21978780
78250,ENGL10159777
34010,FREN10227338
85515,PENP15819353
24861,PENP15919353
17542,PEP23328515
85250,HED45138334
83218,LATN30391419
46495,LATN30446277
83129,ENGL22016580
73412,PSY33244076
6211,MATH16350088
78539,BIOL20191862
31105,BIOL247L44058
27136,MATH15024850
54745,ENG1208592
57400,MATH16381244
93960,ECE20391517
94101,CJ13072645
62435,SPAN10178673
72009,NVSC10128599
63821,ENGL22028063
76423,NVSC10583972
55800,ENGL11011908
99470,RUSS10125816
19847,ENGL12012437
21004,BIOL12366563
56197,BIOL124L66563
34010,ARTH20269252
33032,ARTS16854599
77742,PENP15245010
51535,ECME10181144
26043,PEP28439125
41436,CJ13044197
35248,GRMN10160926
62491,UNIV20111631
14927,ENGL21996417
92498,AMST32011853
30994,CJ13015984
63411,ENGL10222724
14885,LING10177080
59254,CJ22045088
49625,CJ32025576
97430,PENP13842431
78814,PENP17346200
4443,ARTS10648153
41873,CHNE10161403
68131,GRMN27692739
21536,UHON12123912
39402,MATH12191254
35970,ENGL22498847
53279,UHON20163886
9030,CLST10720364
50058,PHIL15694494
5558,SPAN11132663
63149,PENP15687922
217,PENP15587922
57906,MATH18051803
95815,MATH12095397
28359,ENGL22430268
88376,ENGL10164405
16973,HCHS11182497
1929,ARCH10118612
4270,ENGL1016413
7110,SOC10136621
50733,MATH12044700
66681,ARAB20289584
99355,SOC31271038
33198,MATH11838312
27084,HIST10125462
38713,ENGL10156720
24383,HMHV10113904
75067,CJ13080191
49050,SPAN11232663
78911,MATH18137455
40204,AMST18617919
1064,CJ22166452
81804,ARAB37582612
17737,MATH18153068
28105,BIOL201L34594
53674,UNIV1751679
82659,PHIL10149017
35721,MATH12066562
36118,PENP1154798
68265,CJ22580630
44730,CJ13069082
90946,LING10122485
55380,MGMT19052844
6997,CLST31491419
38278,PENP15637089
94774,PENP15537089
34788,MA21012662
36267,LING32275894
84112,ENGL21949709
29146,ARCH11197280
69217,UHON22210554
34761,ENGL10270253
89665,FA22970255
53102,ARTS27439912
47009,DANC11069480
94529,SPAN10174170
79118,PENP17454827
83449,PHYC10871422
64076,ENGL22079703
77698,MUS20950828
69074,APMS10138311
90661,MUS15067871
83103,MUS150L67871
79770,MATH12144453
49062,APMS10238311
35735,MUS15267871
82227,MUS3304475
68507,LING10195358
11710,MUS21050828
21125,MUS152L67871
93592,ENGL12056373
11725,BIOL20254694
78352,BIOL20342300
83508,ARSC19873291
64202,ENGL10198847
75813,MATH12168517
45916,ENGL10272915
88836,DANC49579590
81253,DANC31050600
74479,AMST18221617
100000,CJ13028293
43776,ARTH10151854
857,PENP11481440
84100,ENGL1012978
64330,CJ13041918
59784,ENGL10297964
96135,STAT14566329
67007,CJ22182952
22842,AMST49872889
87024,SOC37126678
6861,ME160L60582
83377,ENGL21940999
87751,MATH31695443
80568,GRMN1013919
79101,UHON22238003
34525,MGMT20222659
92422,STAT14554224
10797,ENGL11086046
30239,THEA1053415
18482,ENVS102L49345
9237,ENVS10131217
17577,SOC21323281
95057,ENGL12011908
70631,MATH12964747
7667,DANC23281047
82928,SPAN10198918
41936,ENGL10162524
18272,MATH16247194
59509,PLTR10277534
72589,EPS11571397
64027,SOC10159549
50633,ENGL1026392
16370,HIST16126703
50634,CHEM12115625
74435,CHEM123L15625
17019,PHYC26214282
36789,MATH31625371
49868,PSY20012414
43190,CHMS39375964
46065,PHIL15692897
81801,PHIL34171792
15606,SOC41826678
5113,APMS11913160
88542,PENP12195192
97274,PENP12295192
56007,APMS12013160
77309,IFDM105L71419
73041,ARTS13033770
92465,CS105L70405
37982,MATH12332023
20351,GNST29333739
75575,MLSL102178
40374,CJ26187088
2968,MATH16254516
7062,PENP16857491
80859,PENP17875398
83672,HIST30014804
59692,ENGL29380803
60239,POLS22091248
37976,PENP15685118
28623,CJ13081852
43579,PEP27349558
54780,ARTS20519886
53005,FS3159525
21049,PENP19326861
13441,ENGL35244991
13977,PENP16445831
29403,HCHS19336895
24355,PSY45026072
76761,LLSS31583626
47703,MUS37585016
69478,MUS37687625
96579,HED3334538
96418,ENGL31528725
3673,MUS43567866
49170,STAT14598542
1755,BIOL12344292
71769,ARCH12118612
64882,ENGL1206413
21478,BIOL124L44292
52696,NATV15079239
44583,NVJO10117528
26013,UNIV10214879
39973,ARTS10666856
30385,SPAN10296582
39403,ARTS16893704
83123,AMST18556936
98935,IFDM10571419
3866,MATH31429848
26427,IFDM49192863
92864,CS26131446
14866,STAT34574320
15433,ENGL11022422
86671,STAT14556899
65725,CJ13014816
71819,CJ13017936
11310,PENP16181440
43350,BIOL201L36609
65903,ENGL10256936
46039,UNIV1013754
16007,ENGL10277548
67240,SPAN1017585
8324,ECON21285000
11125,APMS10133570
84174,PSY49982768
29202,FREN3027996
93755,ENGL29386472
59459,ENGL2504311
81321,POLS20017382
4095,GRMN20198854
50281,ENGL22499835
71133,PHIL10152017
32249,ARTS12663829
73042,ENGL21918007
20908,PENP14470110
99070,MATH31610032
95268,PENP19368890
57988,ECE21391517
74601,ECE33091012
10130,MATH31464042
6328,ARTS18739833
48719,PENP1141461
1297,MATH12064747
92894,MATH1231791
71048,ARTS1888269
3755,MATH26447116
14015,CS150L98387
56007,ENGL21949660
89373,AMST31050566
58711,AMST36050566
5578,PENP11449590
7674,CJ31439258
84868,CJ34444197
29422,UNIV10258239
18024,ENGL10175876
92947,ANTH151L55806
71588,ANTH35014401
34135,PENP16226194
77216,PENP11415861
32021,AFAS12040001
47061,PENP17164587
58339,AFAS12140001
9586,PHIL1011552
57258,HED3103416
62431,ARCH10178557
13200,ENGL10122422
28532,PENP15887922
45542,PENP15987922
75799,CHIN20142088
39496,LING10150876
32541,CHIN20242088
83958,MATH16243631
84540,CBE40420815
92600,MUS24164539
27515,PENP1031461
40232,HIST46599939
61230,SPAN30159050
70991,SOC28014297
81396,MATH15074785
57259,PENP1025581
85701,ANTH36493740
59211,SOC34069572
52402,ENGL12036980
88281,MATH12124441
18490,MATH18053068
69448,SOC21136054
79011,ARAB11149197
28779,ENGL1209793
2202,ENGL29728725
45333,POLS20070798
36460,ENGL29060756
62851,AMST35084285
22307,NTSC261L84469
85429,SPCD20172660
19725,PENP17168009
82382,MATH11244453
48971,MATH16231828
52152,PENP17751247
69623,UHON12210933
17264,CJ22117638
20523,CHEM21291732
20923,STAT14570824
76084,SPAN3016311
96029,ENGL11091808
90133,MATH18024850
58950,ENGL12091808
87403,PENP10539637
49483,COMP22296824
99935,ENGL11014397
77168,ENGL22426753
12434,LATN10136342
17514,MATH10253068
8367,CLST33388949
91122,MATH10153068
24100,ENGL12091327
7329,LATN10272234
97762,ANTH36062946
66846,SPAN21225112
31188,PHYC1051921
50277,PHYC161L55060
79143,ENGL2194677
35525,ECE33026636
44188,ENGL12044948
49466,CHEM10166033
34497,BIOL12315310
27279,CJ32350101
5896,ENGL21998847
89550,ARTS37081752
18348,PSY20022709
15092,PSY30281648
79766,ENGL1209801
52583,ENGL2199801
69278,UNIV10195397
18555,PENP16144624
90146,ENGL11040210
49397,BIOL112L12404
10665,PENP10162891
16598,ENGL12077656
82510,MATH12131828
69934,ENGL11014571
5645,CCS20134425
19274,SPAN10243389
39328,ENGL12014571
53410,ENGL11018905
32176,MATH12190011
57498,ENGL21957223
51225,NE10161403
50501,MATH26435204
1387,GRMN10140205
94752,ENGL12029385
48346,UNIV10253189
76976,SPAN20283618
7818,ENGL11332349
98999,PHIL10135569
52953,ENGL21987087
17234,MLSL102L12680
71767,MLSL10212680
46249,ENGL12056875
85054,PSY20045979
31558,SPAN10182704
5311,MATH26421549
40791,MATH31621549
58337,CHEM1222011
52231,PENP16846200
80975,GRMN10129313
57063,DANC1102993
17468,ECE10194790
66127,ENGL11377656
27866,ENGL12079026
29630,ARTS38981752
24250,MATH12912657
83495,MATH31624654
65060,DANC24040409
60106,ENGL22080342
42854,DANC14949760
11578,PENP11570610
67147,CS251L22341
4927,CS241L22698
2803,LING30159066
45487,PENP1541461
22748,PENP1521461
1222,PORT27586236
95334,ENGL1028114
88046,CHIN10278089
40121,ENGL10174295
84031,STAT14597991
8934,PSY26073657
86832,CRP16517650
40187,ENGL21917535
85134,PSY23058883
18264,MATH12059818
89933,SOC22524946
62032,ENGL10174073
52720,MATH12166912
40963,CHMS39334425
10220,ME160L28068
56315,CJ13092577
70190,HIST10226703
36048,MATH16375465
95182,CHEM124L15625
44337,CHEM12215625
7101,PENP10357491
77377,SOC22148809
65691,SPAN20229584
47953,CHEM11141227
36889,ENGL10242884
95733,MUS15024700
14804,MUS25456393
29103,HIST30051506
72861,CJ13045088
61083,ENGL15035122
70203,ENGL10236598
77140,SOC10183253
90379,CJ13066087
57661,EPS20177369
32852,ENGL10286443
33076,PENP15457491
21400,PENP15257491
42115,ARTS18744009
67148,ENGL15078817
54661,ENGL29795527
12601,ARTS12595991
64370,ARTS14155217
65694,ARTS1269949
67426,UNIV10295885
97765,ARCH11114165
92164,CJ31461362
84660,MATH18016131
87172,CJ13076677
70774,IFDM49194005
40453,UNIV17561098
54729,HIST10112599
20677,SPAN20147840
47532,SPAN1019247
45296,FREN10194098
28678,FREN10294098
45792,ENGL10212055
9102,THEA44456176
26475,CHNE21374267
53959,ANTH16014401
2298,PENP15875398
14213,PENP12187922
68009,ARTS14116626
85199,PENP10519796
97068,MATH12060655
2789,AMST36048623
25970,ARTS10622569
54532,NATV15037139
62690,CJ10166055
92639,SOC10114146
45137,ENGL31593465
46569,ARTH49482582
89007,PENP16210390
35066,PENP17478601
68126,PENP15675398
54253,PHIL15614250
54026,RELG10371792
5710,RELG10766292
26870,HED33388310
82304,UHON30250962
4617,ARTS16880676
96112,SPAN35227188
48624,PSY20092961
83490,ENGL305680
80248,STAT14564300
84964,PENP10157491
61760,CJ17172263
5149,GRMN10139101
46780,GRMN10268720
73562,ENGL15086112
82072,POLS27057132
53773,ENGL10258875
83529,AFST28554307
5893,PHIL33386658
69730,LATN2011832
94541,LATN2021832
37202,PHIL15632110
22372,PENP15875642
257,ENGL10260630
75177,MATH12998313
80032,HIST18229351
67874,UNIV10295543
24998,UNIV10210933
81471,NVJO10138883
91981,PHIL1015860
26887,SOC10132085
12117,MUS17232085
12423,MATH12128307
17160,MATH16354516
93254,CHNE3028008
65966,HIST28456936
52450,SOC37120153
17070,ENGL22429059
10914,ANTH151L24598
87093,ENGL29314948
574,ENGL2654038
80756,CJ31493736
55563,EDPY3106834
45602,ENGL32178780
548,COMP22247932
43756,EMS11016751
40348,CHEM11195918
61990,PENP17837046
42685,SPAN10144006
18090,POLS28039025
6760,GRMN10287715
60967,PENP1132233
87743,NURS23987907
72575,PENP17487581
80368,WMST33237626
46763,PSY26041606
86531,CJ3269921
77188,ENGL10142623
29938,SPAN30223364
82119,ECON30033694
95258,APMS12064131
86500,SOC21687873
81249,ENGL10253709
32216,CJ29364615
27446,ENGL10254337
38930,WMST37568058
78865,GRMN10187715
59591,CJ22197298
46794,ME21787936
47047,NVJO20256643
25368,ENGL10136980
63164,PENP14370110
89485,CJ32018965
75607,FREN10243284
69755,MATH12162849
23520,HIST30056974
79341,PENP16264587
21452,THEA49556176
82796,ENGL102322
27290,NUTR12095972
30162,CS132L70405
71904,CS131L70405
88521,UHON30273549
85849,SPAN10262221
95867,SPAN10266431
66282,ENGL22061784
47264,PENP17868633
20853,PENP14887581
12416,MUS23175877
23921,ENGL24871361
9717,APMS12087625
2810,ANTH22074697
12155,HIST42929053
90302,HIST42864253
69169,BIOL247L79005
60936,ENGL11079026
