COURSE_PROF,COURSE_PROF_DESC
75896,ECON10590307
92182,SPAN30795278
98552,EMS11319635
56793,EMS14270608
95163,ARTS10614532
47689,SPAN30291081
21719,MATH16316131
5789,HIST25271410
20617,ENGL10195362
83941,ENGL10260414
12319,SPAN11210071
94540,ENGL10291558
53982,MATH12977065
70538,CJ22185159
7910,BIOL23976383
42981,APMS11822517
77002,MUS15019551
83045,ENGL10129059
20961,DANC11079590
33985,RELG23115858
80584,ENGL10138986
58316,SOC2116137
3778,WMST23114601
92556,MUS17028187
1973,MUS170L28187
82518,APMS10153705
18342,APMS10253705
77983,ENGL10296628
35705,ENGL22121828
37150,ENGL25073111
40181,FREN10244399
3234,SPAN21272256
7281,ENGL10221380
24364,AMST18643108
57858,GEOG1026675
55221,ECON10686951
553,UNIV10283810
49443,PENP16314027
89927,CJ13038508
46962,ENGL10158875
81319,MATH31639527
58245,ANTH151L30181
52184,EDUC29373273
60376,MA33566944
14780,FS3157266
93025,MATH11128290
70780,ENGL10136209
14728,HIST16114804
36958,PEP27399096
94937,ENGL10222422
78419,MATH31457787
77024,PENP16514320
40612,SIGN21089640
63625,PENP11519145
5688,NUTR24490362
62364,NATV42295673
68526,ENGL10136029
28008,HED17168282
82318,HED2092604
82951,EDUC12492083
56749,SIGN20156012
13347,ENGL10173640
75916,AFST29711612
16310,POLS24031550
34170,UNIV10181608
89984,SPAN30123364
9064,HED21238334
44672,NUTR12082292
576,HIST22054307
62130,SPAN11140931
80065,PENP193W30426
51385,ECE49551903
84542,UNIV10295304
57973,SOC3714677
12007,CJ22566317
98020,PENP15257546
20715,ENGL10170210
64719,ENGL1016760
5234,SPAN3019172
74486,ENGL10153175
4151,ARTS10610413
25104,MATH15072363
9290,STAT14543087
28791,PEP28843201
95381,UNIV1016801
5582,CJ31438508
60740,PENP16319988
20273,MATH16397171
7350,CJ13037145
13573,MA1109921
25223,ANTH13058699
86711,AMST18248305
26444,CJ13094665
65814,ANTH151L75079
74969,MATH18050088
82367,PENP16895108
21713,MATH18134375
43173,ENGL21937500
96527,PENP1525470
25544,UNIV10133162
28954,UNIV10134095
3405,APMS10175338
9946,MUS23175338
84188,MUS23177858
39127,MUS23353705
70762,ARSC19857931
82742,SPAN30190359
51069,UHON121N92897
19084,PHIL49846684
38944,ANTH13075200
90719,BIOL124L86491
27858,ANTH151L14320
88897,GEOG34445262
56386,MATH18097171
21261,PSY33220857
92111,ANTH16089784
85021,CHMS20168320
40177,AMST18442224
79821,STAT14516278
82107,MUS23112611
24401,PHYC10898429
13906,CJ26891095
46589,UHON49972435
18628,BIOL402J72435
36764,ENGL10156863
66907,SOC32638727
45033,SPAN47944668
80038,AMST18574637
84069,ENGL10140633
61455,ENGL10248263
86881,BIOL124L73033
20185,ENGL2211898
28224,ENVS33013240
90932,ANTH13059101
71846,PENP17069718
79402,MUS14391068
30562,FREN20269848
32108,FREN38596824
75619,ENGL10120082
11914,SPAN10180925
93776,MATH1237140
68153,MATH15093296
45704,DANC14959312
16273,LATN10153243
24917,PSY24025630
60859,PSY3326969
72226,CJ22110921
40972,MATH12046916
19823,HIST26039243
46576,AFST10689584
39019,POLS22093344
20683,AFST10789584
8233,ENGL1013263
26654,UNIV21658725
30363,MUS24346346
57025,MUS10232928
31711,MUS20929418
21619,APMS1014475
10111,MUS24391068
7022,MUS21029418
43317,APMS10147339
20246,MATH15051720
42570,UNIV2167930
24457,HED21271117
35963,ENGL10239312
74991,PENP16014027
70133,ENGL10122775
39943,CHMS20160252
67748,PENP16081628
81904,PENP16381628
81455,PHIL11146451
3191,FREN10255977
81811,PSY10536264
49190,SOC10193379
84027,ENGL10272243
19449,PENP193Y69717
87467,PENP193W69717
31959,PHYC11098429
95145,ENGL1021089
39794,GNST29389037
26952,SOC22125912
4576,CRJS10322973
89335,SPAN20171376
38567,APMS10192125
96007,APMS11992125
64493,MUSE24391068
69948,MUSE15512611
74298,SHS30215281
99711,PENP16178577
6801,MATH15030638
81277,SPAN10289759
65655,CRP16552673
29682,ENGL10141391
7011,FS31078394
66616,EPS22560731
64297,ARTE32039954
82075,ENGL2216760
99216,ENGL32156373
28208,MATH26457479
17860,ENGL2215098
66437,DANC13237151
97939,DANC2041849
73423,PENP19385872
21154,PENP16057546
72818,EPS110A18475
58940,MATH1507544
58230,PENP193F4485
7822,CJ36521174
38444,CJ37296720
43979,CJ17135189
22333,CJ29350883
35754,ENGL22060237
17792,ARTS18732979
28906,ENGL24060237
94247,UNIV21638218
10567,ENGL1011387
62658,HED17179807
45474,ENGL10144802
93176,MATH1208586
32137,CJ13084061
30290,PENP15457546
90995,ANTH15026816
97667,ENGL10188664
48945,LLSS18396981
28628,PHIL15645875
42091,UNIV10138482
83526,ENGL2195882
52985,ENGL10121501
86154,COMP2237996
91375,UNIV21646354
75865,PENP16896288
89798,PENP1685470
28485,MATH11273273
67198,SPAN2014573
34272,PENP16079584
29534,CHEM30185444
37524,CHEM30285444
12677,MATH18156569
85559,APMS10775338
81314,APMS10840239
88185,CJ33215546
99267,PHYC15189391
99305,MATH181896
67383,CJ49115546
67286,PENP193G30426
66490,ECON10599219
27504,PORT10151788
31261,GEOG10286197
55171,ENGL10293098
65955,PENP193G14972
61024,PENP10277627
72094,SIGN21017863
20293,DANC21831411
95219,UNIV21695653
97275,DANC23241724
89011,ENGL21940633
12990,SOC20567795
64700,UNIV10132383
62250,THEA49591418
84967,PENP193C70089
25812,UNIV10180554
56159,AMST18560252
46377,SPAN10148920
89441,DANC24997783
66291,ENGL1027053
18752,FREN10179678
73063,ENGL2505098
451,PSY24058985
69251,CJ22193077
87232,ENGL41389195
53215,SOC32179326
65595,SOC30520237
94435,SOC20065945
82424,ENGL29899348
9798,AMST18684963
67254,SPAN301I22772
25131,AMST1868308
62124,MLSL22586615
25236,SOC21320153
36277,MUS38085242
52850,MUS48185242
1029,ENGL29412692
45947,ENGL29571825
95025,LATN10127763
38393,PENP16694371
92936,PSY20058842
35709,SOC28021485
75721,SOC32168763
32819,AMST18019576
62240,CJ34082952
84968,POLS22084695
59050,ENGL22241621
12059,ENGL10272889
5872,UHON12229547
28048,AFAM10187862
31164,PENP16810390
67383,PENP1745470
82281,POLS22074037
36876,POLS36269652
75621,POLS35681460
64910,HIST10279587
34750,MATH12941232
10250,COMP22489205
8860,CJ13087711
98977,SOC21382036
61819,HIST16212840
66788,PENP15951499
42855,UNIV10120309
44992,LING10115353
22176,RUSS10120287
51573,CHEM13161183
76770,RUSS10220287
59833,CHEM13261183
1323,SOC21673171
65127,AFST39789584
35222,SPCD20431243
46383,SPCD20166701
97781,MATH11151159
93494,ENGL10235644
48569,ENGL21973047
1926,ECON10585395
86003,NVSC10587336
73514,APMS11938413
800,ENGL10127633
48587,STAT1454485
3525,CLST33359925
61276,ENGL10172159
69403,APMS10718748
30033,APMS1197285
59759,POLS24039025
70145,APMS10292125
64794,MLSL23095698
99215,CHIN10129282
90323,CHIN10229282
26369,FS21353547
32360,PENP193P14972
636,ARTS18751534
91832,ARTS18851534
7961,NATV255D22040
22893,WMST23118776
63045,BIOL112L57735
57498,HED3102604
5390,HED44556722
1599,HIST30092780
40459,AMST35120989
3033,UNIV21691114
10032,FREN10112034
51179,THEA41896689
62825,THEA43934508
52862,THEA42650133
60758,DANC11831411
84486,AFAM397J63656
778,AFST39782612
4588,MA33014637
43257,FREN10169848
33999,PORT10251788
16115,ENGL21996545
23744,DANC26942974
21853,DANC36925951
73523,POLS22076127
63000,PENP16257546
38661,SPAN30195878
29889,MA11187067
35424,THEA12085820
23169,ARTH42970706
56183,APMS11923097
23047,APMS10129418
57879,PENP14881628
59745,PENP193H30426
69381,ENGL21961001
92314,AMST31074637
21075,AMST33031979
68787,MUS23187886
94549,UNIV10156175
64419,ANTH230A93796
84997,ENGL10161001
91620,ARTS10663208
98961,ARSC19884397
79691,UNIV21688188
93091,DANC1699554
31250,ENGL15078139
40323,PORT10175862
19056,AMST18650566
66496,SPAN301F68756
22205,NATV450G81250
89320,NATV15095673
71258,MLSL102L11335
82184,EMS10119635
73367,SPAN20130007
42139,SPAN20295562
81983,MATH12950088
79330,ENGL10217073
53446,FREN10214005
25947,EPS10168854
73818,UNIV29119780
55635,PENP1541182
21963,PENP1521182
19821,MATH12360941
83196,PSY26550299
9709,PSY26099507
17128,SPAN10199006
2393,EMS45579070
39870,EMS20119635
76070,ARTS12175984
88026,MATH15024743
10452,FA22937612
53971,DANC13241724
95627,ARTS1061032
29034,ENGL22069668
45177,MATH18014172
13117,CHEM30115263
16578,CHEM30215263
12064,ARCH10498988
36289,RELG10778098
56500,ANTH34368483
84546,ME160L85101
65728,CJ32780901
56204,ARTS12165066
70719,ARTS37493012
50598,MATH18047116
14733,ENGL22077738
72173,AMST18233162
28592,GREK10791419
33957,ARTS389A87860
79996,ENGL2203263
19467,ANTH11085475
9539,PENP193A85444
15533,PENP16357546
49828,NUTR12089175
90314,ENGL25080329
83330,ARTE21479899
9720,ARTH20116951
11652,MATH16395443
18518,AMST32048305
59068,FS31094331
62095,BIOL247L69031
72412,ECON10681885
65511,MA32766944
54771,PENP193C51758
46124,AMST30919576
22187,MUSE23383945
97618,PORT27559155
65398,FREN1017996
66742,GRMN1026616
14509,GRMN20151020
14699,UNIV21664626
39796,ENGL22048263
57719,APMS10787442
80657,POLS30561252
28124,WMST2338227
37174,PHIL35257661
99432,ENGL29596866
33442,HIST10260502
75882,POLS2407881
83556,PENP193Z69717
95796,MA33766944
25940,WMST20087790
37868,ARTS18884789
11640,APMS10177858
19590,MA33080992
14567,UHON312L72435
26353,APMS11927889
72621,MUS23127889
81071,APMS12027889
48921,MATH18053898
52278,PENP15877627
92633,PENP12114972
65487,ENGL35118970
12059,SOC20575953
66866,CJ1309921
51373,MATH180896
99841,SOC31343461
55079,PENP10177627
98827,PSY250A82768
64415,EMS11393317
47455,ARTS10665123
73743,SPAN30738907
60582,SPAN35284
52893,PENP193F15288
96520,RELG10715587
42652,SPAN20139225
12408,AFST31897731
94276,FREN27655622
65141,FREN20390302
63543,UHON30244887
60251,NATV450F98072
35606,CHNE25166033
80346,CHNE25383770
42062,GREK10153243
78746,PHIL3587188
4727,CHIN20129282
9887,ENGL22087525
18074,ARTS18731436
33897,ARTS18831436
53464,ENGL15095362
29135,APMS10138893
75487,HED34535327
47928,SPAN30240161
42983,HIST16172012
65429,MATH11194715
4295,PENP16110390
41910,APMS11918748
83639,CJ2214473
34438,ENGL10173530
59789,HIST10232716
92821,RELG48275964
65042,ENGL10188983
25580,ENGL22096628
87713,MATH12344157
45376,SPAN10125004
15260,NUTR12014755
71921,HED47792821
9251,NATV32257110
95756,RELG1071552
76370,MUS11784088
2395,WMST20081238
4395,MATH1201271
58583,ARTS18733600
81034,HIST10264253
37471,ENGL10178817
30598,EMS14293317
47858,SPAN10265885
62672,PENP16295108
43203,SPAN10130152
57348,NVSC10148084
51836,NVSC43178893
16692,FS44490135
90134,FREN10186495
86735,ANTH11088332
70123,ARTH10176484
17143,PENP19386898
7643,PSY33269339
31250,HIST10132860
28792,HIST26010787
45100,MATH11227573
59094,SUST13480841
42681,MUS23695231
13696,RUSS301256
86578,RUSS302256
28473,SPAN30116700
35857,APMS11939207
17564,APMS12013570
70634,PHIL15696870
59144,PHIL1563643
76533,ARTS1876626
26064,ARTS10628701
98944,ARTS1885573
19345,POLS37731567
65435,CJ13075060
40997,BIOL112L61007
74025,BIOL11061007
38689,PSY10568665
72301,MATH16233210
59143,MUS23034746
49464,ENGL22296628
21331,ANTH11027541
70639,APMS10118748
64825,APMS11987442
11519,ENGL22361188
35157,PHIL3411552
93058,ENGL24014750
7404,PENP16249573
18830,APMS11971032
63822,APMS12071032
99025,ENGL360A71703
1361,UNIV21683926
68690,HIST43558527
44292,PHIL24493520
19930,ARTH34393311
96917,ARTS16832073
13998,ENGL21926644
32809,PENP193X30426
40017,HIST31481409
46753,ENGL22061188
26049,PSY23168058
37582,PORT27575862
34771,PORT27628262
96004,MATH12060443
60136,MATH16392807
4531,UHON39944887
76749,APMS10164517
29542,APMS10264517
61475,ENGL10172892
1817,PENP18878577
22315,ENGL10286112
50115,ECON10631554
51494,APMS10781289
10535,APMS10881289
34888,APMS11964517
80651,PHIL10194655
90676,LING10152196
19198,PENP15469718
73182,CJ393A37978
17076,PHYC45285057
77675,ENGL35382292
60162,AMST18660252
58890,ENGL2207053
76515,MATH31669894
53718,THEA46084369
36442,HIST16230925
20335,UNIV10140146
17794,UNIV21617503
83180,SIGN35227204
49570,APMS10127889
97651,APMS10227889
42697,MUS23123097
30188,RELG23245916
42545,HIST10190721
56970,EDUC29387430
91868,ENGL1104677
22396,SPAN10133323
96077,PSY10539661
41351,ENGL12070253
95775,BIOL124L22478
67711,BIOL12359299
54953,RELG10754570
75472,ENGL10266249
57664,ANTH10191934
98458,SIGN20127391
87749,PENP15926194
46201,ENGL29053181
34632,WMST35344879
49124,ENGL360B72194
66595,THEA29491418
82546,ENGL2204311
57958,HED17180396
14299,PSY28046325
32159,MATH18073273
61133,AFST29794190
18331,THEA29546801
49214,HIST38771410
2082,SOC33114297
47384,EPS11549345
15570,FREN10181627
93996,FS31237478
56701,ENGL10140645
7341,SPAN30132859
92625,MATH10281244
21684,MATH10181244
28126,CCS20191384
28132,MATH10381244
4177,ENGL10240645
7310,SPAN30246043
81365,ECON10544151
56307,DANC295A42974
16947,ECON10695283
45278,SPAN30271376
2233,CJ13032968
41699,SPAN11126868
62675,PENP11511732
97085,ENGL10180342
1995,PENP10279584
55275,PENP11547807
92589,NUTR24495972
84280,BIOL247L57631
61514,PENP11585487
52123,CJ13054406
92140,PENP15949573
34827,PENP15849573
74357,CHEM12229
92638,LING29580066
23363,MA216B21723
42987,CJ1013308
4386,MA11091095
80633,ARTS1063456
24216,ARTS20531551
17644,THEA3662550
61965,ARTS3573588
78557,ANTH161L95468
11205,ENGL10223300
26803,CHIN30138998
51684,ARTS18832979
32145,ARTS28898112
65235,FREN582A96824
59594,ARTS18759362
98388,AMST28574637
41562,PHYC45214815
20452,MA33038003
82932,ARTS16831124
35179,APMS12029418
87062,ARTS2056800
94434,PSY10598495
29248,APMS10185016
39401,APMS10285016
673,SPAN30214339
43687,ENG11657760
10373,PENP11669717
61090,HIST2047456
47246,HIST22085446
32033,PENP17783049
88208,MATH15044157
750,ENGL10286472
71096,ENGL15078021
91789,CJ30027602
16528,CJ13098012
85533,FREN10267956
1480,FREN20190947
60597,PENP1304485
20534,CHIN10127008
23249,CHIN10227008
17601,BIOL124L70027
1784,UNIV10198588
61859,ENGL10119374
9845,WMST3539228
66187,ECON1051049
43536,PHYC10289626
1977,PENP16114750
57263,FS21337478
26362,MATH12924743
86973,THEA45829771
93735,FREN10212034
38297,PENP10239637
98823,PHYC16142864
72547,PHYC262L72783
42654,PHYC26234959
32668,MATH1219255
26109,HIST16242085
82029,ECON39543027
22527,LA33533620
72405,PENP15851499
95010,HIST38671410
54553,ENGL10110921
57409,BIOL461L51600
63328,GRMN27551020
44023,GRMN20160909
55267,DANC46379590
73996,PENP11261968
67406,CHMS20140079
10512,CJ26195120
41423,CJ32316598
98821,CJ36195120
34633,CJ13010921
39721,THEA12274305
71722,PSY10567990
91547,ENGL1012683
55490,MATH12335204
7485,CJ13025576
24654,FREN10162034
50151,PHIL10159634
78715,MATH15087623
65756,ENGL1022683
25084,FREN10262034
31720,MATH12919632
52159,EPS2102680
52060,APMS10777858
25254,FREN1017652
66525,POLS2207881
32371,ENGL22061117
10405,ARTS36881752
35703,APMS11981289
84804,APMS12081289
19386,FREN20290302
64742,ENGL10791419
89731,ARTS12268560
22465,MATH11169894
85828,LING29250101
64272,THEA29287301
59042,PHIL34886658
14096,MLSL10211335
30599,DANC21079590
50025,ANTH23050342
91002,ARTS10610811
57583,ENGL46853466
88529,APMS31977858
14372,APMS12053705
13034,HED32138334
73034,UHON22220566
51929,MUS35164517
84423,MUSE1557285
16070,APMS12064517
57871,ECME10326280
13855,CRP37630441
17390,FREN20381873
58396,MATH16297171
80591,PSY20088095
17480,POLS31163240
40425,EMS10171860
92438,SOC20521485
41801,PSY20043685
34884,ENGL30594540
18572,FS31337478
44749,CJ22093077
84041,ENGL10161117
21049,PENP1545470
8858,PENP14896288
37644,HIST44158527
67937,PENP193H14972
60525,MA390B85574
54884,LING2952114
28610,SIGN21248933
72591,ANTH22038137
98997,HIST1819377
67156,ENGL11093920
89596,PHIL15615811
70693,UNIV10220186
9727,ARTS10677436
47344,LATN10198221
77825,MUS2317285
83714,APMS10257582
79859,THEA29421739
46691,ENGL10280547
76200,ENGL24829147
81812,MA32429771
94445,CJ11091095
20807,MA39029771
34219,HIST31114220
62496,HIST42360502
67157,SPAN301G44112
38138,UNIV21634831
14713,SIGN21196577
4489,ENGL250680
17384,MATH31621180
73632,MATH31458827
36226,PSY25030003
69642,APMS10134746
76432,MA43037612
91889,FREN30272386
65175,ANTH15059648
1287,UNIV21692394
45183,ENGL22261784
97684,CHIN20229282
90890,AFAM397B63656
53000,ARTS12255434
9226,POLS49969652
82026,UHON30264522
84727,ARTS12267520
84907,PHIL15687825
70253,EPS1011608
83902,ARTS16899122
97461,MA48437612
73399,ENGL21931595
33605,ARTS18877840
54541,HED21276512
75476,MATH16255887
41235,ARTS1877354
68163,ASTR109A1921
56311,ECME20294087
32954,ENGL21961118
70175,POLS24084695
63660,POLS29950342
34266,POLS30097731
52334,SPAN10122821
2901,THEA35585736
80355,ARTS18821233
72875,ARTS28933600
73878,ANTH15020033
89228,GREK10253243
87598,ECME11581144
46494,MUS23185016
44990,APMS11985016
23851,APMS12085016
88471,THEA39421739
35858,ENGL22376881
72319,THEA39891418
66989,STAT14539385
43563,CJ22198209
39395,UHON22218867
36484,DANC31111439
62477,DANC21070117
53843,DANC43179590
17960,DANC3111849
35834,FS31593228
91481,ANTH121L98849
5122,HIST25171410
55296,CJ13025288
25813,ENVS10161243
36451,DANC29330168
12011,ENGL1011517
18948,ARTS18736401
91801,ENGL22088944
24378,PENP1405470
60576,CJ27166329
26,EMS10124628
81181,THEA438A88288
67915,SPAN301K34650
43015,AMST18317919
3035,SOC28035920
84556,SOC21399669
31157,ENGL10237055
34126,SPAN10192715
74852,ENGL10160630
3623,CJ13068765
48661,ENGL22199148
54163,FS30478565
47091,COMP33296824
39198,APMS10164131
58033,PENP193A4485
99073,LING401B1645
72546,LING4021645
36311,ENGL22161784
30886,UHON121O44991
58744,PENP19326338
82968,PENP14447725
25240,PENP1774538
12347,PENP14487581
30070,ECON10649843
89400,ARSC1987478
4991,PENP16214750
61798,AMST1829567
48864,ENGL22029304
57133,PENP16013586
29760,DDM10157230
6420,ENGL10162767
67406,HIST10176693
76373,CRJS29399453
78266,SOC10164620
73821,ENGL10214223
97806,CLST10722743
89704,HIST16199074
73974,CJ22511375
30018,NATV41195673
11828,CJ32025497
22640,THEA42882149
40273,ENGL22036029
49912,AMST18443108
90626,PENP15637046
34609,MATH18029848
10032,STAT145184
24221,ENGL46654307
72775,ENGL15066249
79793,MGMT11374422
27615,UNIV10141285
20870,AMST31053309
91544,GEOG10268976
17970,NVSC43113147
49339,POLS34078099
74520,ENGL2193255
39088,CJ31426376
3666,CJ46883056
44909,GEOG19561544
36806,PENP11539637
16406,POLS27031567
61759,PHYC10594343
55580,LATN10233573
23213,DANC34974572
51096,CJ27396720
74336,ARTS1066800
8333,RELG44158527
46970,EPS20118475
68454,ARTS20717903
30303,ARTS13098848
50185,APMS10113570
90745,OBT29396252
90764,CS150L96252
58856,ENGL15083594
9325,THEA12296689
70234,ENGL1024038
350,ENGL10120263
49947,ENGL10237865
89679,PHYC15174024
20034,ENGL22427480
9093,PHYC15274024
80734,ENGL10273530
74015,ARAB10282612
39891,MLNG49782612
33716,ENGL10277738
99156,ANTH121L91838
40958,CJ13071523
75770,MA33466944
92713,MATH15066735
28867,ENGL21920082
73605,HIST20169465
91072,PENP14326194
55772,RELG10592897
54765,ARTS13060763
61649,ENGL1012261
22571,EDPY30386026
21040,UHON29972435
69253,PENP15410931
28886,ENGL10162500
23262,AMST18534843
52023,PENP15814750
17886,PENP11439637
49513,RELG23279273
90178,ARTH41293311
67172,ENGL330A7456
22630,DANC24966334
24976,GEOG1026579
63705,SOC40052901
36368,BIOL124L88524
69693,ENGL24861001
81750,UNIV216B25634
24117,CJ22580901
8804,MATH31658827
70309,MATH31439527
31491,ECE20396690
69390,PHIL10184055
55071,WMST32546684
82892,ARTH20183280
92063,PSY10550362
40548,MATH18074785
95087,RUSS201256
77696,PHIL35096409
57437,ENGL24019374
26978,ENGL35388288
9954,STAT14565127
80598,SPAN20173259
55783,BIOL49923282
7836,UNIV10198730
86833,MUS13967320
10358,PSY22093690
29100,CRP18169606
74472,DANC14941724
98568,ARTS18777840
15250,THEA29256605
30243,SPCD42079094
50340,FREN20244399
71780,ECON10673176
94218,MATH1203317
31456,MUS13990057
5984,AMST18565013
22538,WMST32446684
85647,FREN30581873
73045,PHYC10285057
44906,FREN27555622
15007,ANTH31013105
4720,LING3036026
91292,CHEM151L75950
56371,MATH15047116
95423,ARTS10628227
20253,ENGL10131217
15589,CHEM21284217
77245,CJ26213758
64768,PENP19379222
10850,MUS21144690
96201,APMS10277858
86860,UHON30222043
68826,MATH18021360
42294,UNIV10275849
77999,HMHV10111612
51424,RELG24720393
86008,DANC1698640
30913,GRMN10214146
88210,MATH16244700
44887,CHEM12292128
98490,PENP13870580
64778,MATH18177251
59754,UHON3024577
43259,CJ31483910
85606,ARTS16839954
31089,ENGL21972892
49827,ENGL22056373
2314,CJ29344879
62095,PENP15248761
78289,ENGL15035682
69002,HIST30032860
5952,MUS27128449
98886,ENGL22013636
98074,ENGL21986112
18503,ENGL25078139
37442,CJ22116948
92852,PSY33265669
14530,GRMN10281817
89203,ENGL22148623
35540,UHON30244991
54634,ENGL10137862
49823,NVSC10530191
83620,MATH12135102
8172,ENGL10299478
41361,MATH15035102
48856,SOC10135187
1789,SOC31386378
61588,RELG46525638
37344,SPAN20214399
88032,CJ13040547
41695,ENGL25014222
58578,MATH12955887
2743,UNIV21698256
2107,PENP11548761
62925,PENP1786415
86821,ANTH11015353
5810,FS31537478
89239,HED20965482
21038,PENP16510812
89754,UNIV21638482
25750,MLNG10689584
89738,MLNG20782612
20118,MLNG10782612
61277,UNIV21651960
78680,UNIV21647460
93131,PENP11528515
45965,PHIL30875393
31286,CS491A85010
76952,ENGL30618970
55077,AFST101
43960,PHIL24423540
88192,GRMN30264086
2786,PENP15414750
21092,ECE20343010
53738,FS28425686
30602,CHMS39320393
57747,CJ22137145
61525,MATH16351720
23819,ENGL1025449
80851,LING29523468
97748,ARTS12196179
35109,SOC1014677
55345,ARTS2682176
67340,CS241L62175
83591,PENP18879584
63399,PENP1776415
42695,AFAM38082612
16095,HIST3007456
98162,ARTE21431557
84903,ARTS27410413
58175,MATH12032328
11874,ENGL21921023
54228,SPAN301B9172
98136,CHEM12212826
41118,CE20281003
59846,NVSC401292
94782,APMS10787218
30962,APMS10871032
1176,APMS11929418
72056,EMS42279070
83292,ENGL2212593
3603,WMST23127669
61951,CJ2934473
49219,MATH18030212
86334,CHEM30174191
13873,CHEM30274191
45826,MA21621723
58067,SOC20549759
86751,STAT14585013
33738,SPAN30716700
17623,MATH39369894
14521,GEOG14068976
94803,UNIV10196865
14051,APMS10229418
21279,SOC10116406
27988,SPAN301J23364
67217,PENP17419988
44206,NTSC262L27513
55476,SPAN21236582
38047,SPAN30790359
84608,ENGL21976326
22484,EPS46582654
12550,SPAN10189759
60067,WMST25054307
43955,PHIL10170562
50220,BIOL124L97960
55124,DANC28955963
8363,ARTH25181394
23340,ENGL22096378
86611,ENGL45871825
39858,PSY33130003
82815,UNIV21648958
84830,ENGL29686112
8155,SPAN301D44112
10010,ARTS12165469
21493,ARTH10192897
46383,ARTS20566663
37337,ARTS12266527
95538,ENGL22078780
20483,PHIL20161104
36005,APMS10122517
96877,SUST13422493
51791,GRMN10247724
68822,ME46287936
32820,PENP19398401
64544,CHIN20138998
84534,CHIN20238998
72213,PENP17314027
1917,RELG10792897
70414,CS241L80730
73892,HIST16278367
95570,FREN27698670
5386,NUTR21113691
99783,ARTE43055201
54575,CJ1306675
75250,HIST34644272
90744,SOC20569407
64219,SOC21321471
42252,SOC31341105
86689,POLS20096139
24314,THEA10536971
34145,ENGL10286055
10075,ENGL10123203
38922,MATH15071020
27426,ENGL10278648
87680,CJ22178472
15960,UNIV10164615
16827,ENGL10210933
85274,AMST35072889
53737,PENP11537046
93543,CJ13074280
13022,ENGL10175087
24084,CLST10737431
98611,ENGL10227247
2511,BIOL124L12404
88813,PENP17853676
59298,LING1013919
6778,PHIL10178959
12018,ENGL11022724
65734,MATH10163983
49439,ENGL12018905
78933,CLST20588949
29347,PSY24097216
52034,PSY20077324
99637,MATH10363983
25145,CJ1305461
29415,UHON12129147
99220,ARTS18756740
13418,PSY25044211
33429,ENGL10216278
70805,RELG26478550
80798,CJ13073429
37652,ENGL10187358
38676,BIOL40282994
95795,ENGL10287087
34205,PENP11570110
11054,WMST20059569
25406,ENVS10112645
21636,SPAN21291851
46443,PENP19369717
70917,MATH26453898
47783,PENP16170610
95154,ECE13191012
72749,ECE23191012
88937,ECE238L23285
66076,UHON12230609
8612,CJ22126376
35646,PENP15264587
72387,MA21666070
53738,ARTS20721697
42787,THEA29545575
78490,ARTS20821697
25437,AMST18684759
44498,POLS20055516
66933,ASTR10130885
47035,ANTH16046715
10178,ASTR101L14257
86374,RELG35078550
58246,ANTH151L64561
14522,ANTH25143953
61958,ANTH351L93273
16467,FREN10162607
55001,ENGL35382532
13395,ENGL11086443
53920,EPS10139857
38310,PENP12425735
56456,ENGL12086443
75364,MATH12163983
2614,CE160L51840
27259,CCS20170769
41319,MATH12162719
47694,ENGL11062172
78125,SPAN2112658
62362,CJ13015275
64187,ENGL12051988
53952,CHEM12125576
72313,MATH18031828
69640,PENP16178601
4112,PHYC11042735
59292,ECON10636018
80393,PENP16849590
21709,ENGL1011272
63032,MUS231666
52430,CJ38032653
98993,CJ13091560
54469,ENGL10210324
72881,ENGL21980593
78700,NUTR12040182
64096,PENP11557491
49741,PENP11416608
36401,SOC10148809
36088,MATH12121549
68235,SPAN10138779
76554,ECON10629962
30059,EPS1019474
14355,ENGL11063672
38124,PHIL15643698
39724,ENGL1202409
54893,SIGN20185727
58032,MATH10263983
28949,CLST31591419
77720,UNIV10284409
32979,LING10150101
44816,CJ26826376
19451,ENGL10258677
15640,PHIL10156694
50582,ANTH161L47997
67802,SOC21386378
8845,PEP28819145
34814,GEOG105L9236
13633,ENGL10115460
55955,MATH12312657
81606,SPAN10110071
92358,ENGL10215460
75083,SOC10181890
12352,CHNE10190266
27436,MATH26453630
65959,MUS2342586
6787,ARTS1063224
11403,SPAN10165321
91378,ENGL1013320
44446,ENGL10298847
14615,PENP16675398
11250,AFAS25062327
36227,AFAS25162327
98790,CJ22173429
27165,ENGL10236980
12111,SOC10114681
34493,POLS22046212
19898,PENP16149573
50917,MATH12186584
13670,ENG11691254
3102,HED164L31958
72623,MATH1232488
63510,ENGL22444802
93862,SPAN30179696
1746,CJ13017843
25448,ENGL11091327
17588,UNIV10147134
831,PHIL20258131
67675,ECON10579918
36838,PENP15816608
40083,PENP15916608
97692,ENGL10286507
36214,NTSC263L26539
21277,HIST16214804
27698,ENGL10141407
71869,PHIL20157661
88831,UHON12229147
49114,PEP28428520
98208,PEP27328520
29059,STAT14563310
89619,HED164L42431
1826,CHEM11154086
70126,PENP11519353
75448,BIOL12312762
72803,BIOL49976795
28140,ARTS13054724
48464,SOC10133281
51286,SPAN10178267
17620,GRMN10168399
80356,ENGL10134896
67368,ARTH10115479
73927,BIOL12349647
75630,MATH1211869
9153,SPAN10177964
